lurkroom_c546b7ece70f4e48a2f9fb4a7e9a51e9,void,lurkroom_c546b7ece70f4e48a2f9fb4a7e9a51e9,lurkroom_c546b7ece70f4e48a2f9fb4a7e9a51e9,lurkroom_c546b7ece70f4e48a2f9fb4a7e9a51e9,lurkroom_c546b7ece70f4e48a2f9fb4a7e9a51e9,lurkroom_c546b7ece70f4e48a2f9fb4a7e9a51e9,,1
236ca5310ecf4df4b411cd1409d85100,golden_rill,30edd62cf4a944fba57d6823cb29e96b,e1070019d6f746788656f9978ccc734b,1a33c4eb64a44d78adbafa5381a408a0,e1070019d6f746788656f9978ccc734b,236ca5310ecf4df4b411cd1409d85100,,1
fcd7a03376e7483fbca25fd173ca077e,golden_rill,649589a5bdc64f4a96852b13acccf0da,5d9bba32ba2f4927acd31b99c8f13312,96395547688f49f881f6498b0741fc5f,5d9bba32ba2f4927acd31b99c8f13312,fcd7a03376e7483fbca25fd173ca077e,,1
aa196cc44167417a8d03d20777971df6,golden_rill,e904afe88cda49428ed7a0646bb4389d,643db6e8698e46f49a59d8bd6bb13c06,2b2a70ea26004043bfa213c142827c49,643db6e8698e46f49a59d8bd6bb13c06,aa196cc44167417a8d03d20777971df6,,1
pocky_b9cd9259d31243339d2a9d1a5f6c7875,void,pocky_bac9f9ae70634883bbeedda9163866f8,pocky_47592ac511a64061abce27665bca52d5,22a8cf070a104925a06776abe6e8230f,pocky_7de93d9098a240f9bab83a21e731f235,pocky_b9cd9259d31243339d2a9d1a5f6c7875,,1
lurkroom_db56e1959d094bc3be88b557f1e7d0b5_131a0c6bfcb54b3f9652039f268499c6,stone,lurkroom_db56e1959d094bc3be88b557f1e7d0b5_db56e1959d094bc3be88b557f1e7d0b5_lurker,lurkroom_db56e1959d094bc3be88b557f1e7d0b5_83eb9e50e92d433ab8f5301e893e3f9c,lurkroom_73901d78b1a441a0a21d8449263a623c_6bad09eeb9944c9895a70f6f84be12cd,lurkroom_db56e1959d094bc3be88b557f1e7d0b5_414dd79b80ed456585c2d13b5573b373,lurkroom_db56e1959d094bc3be88b557f1e7d0b5_131a0c6bfcb54b3f9652039f268499c6,,1
ffe5e35db21d484abd34df163f746f1d,golden_rill,88e87b8d450f4dc9a611d8c42bbb49f2,pocky_e9e96320d7c64fa58d4e2b3f5b342710,ff4e20da84c0463cb185c571e401c4bc,pocky_e9e96320d7c64fa58d4e2b3f5b342710,ffe5e35db21d484abd34df163f746f1d,,1
4313e82ef53a4aa3afea1851d62c2373,stone,06f8463e79874fac80c6235c1869258d,dookie_up,c0a8e273e04f4bbd8404399b465cc600,4313e82ef53a4aa3afea1851d62c2373,4313e82ef53a4aa3afea1851d62c2373,,1
2b8b8baaa77d40b9a4677e4b0c795dc9,golden_rill,950ed94b83274e9a8f3225bfc7a4612d,6f30fe9c858b4e2594dadb90cb37dce2,5a4cb3064be242caa8430c99a618ce1e,6f30fe9c858b4e2594dadb90cb37dce2,2b8b8baaa77d40b9a4677e4b0c795dc9,,1
7063a7d179534877ae0e44e5ba3e756f,stone,b60e3a23a7514acf9a45dd0a27ba57b6,b5ed6842f8134230888759293cde7a11,2f72c5db580d49ee8fdc18fc3dee587b,78fb8170613945b785f7d1f67a7ab656,7063a7d179534877ae0e44e5ba3e756f,,1
191292e0732b46b08c750a1890d461e4,grass,935ea2a4f1704b11b781aa7602b57ab4,9edba16267c44b1cad0b8481f708da2a,2dd34b18a63f423fbbce58bcaa96de3a,cf8b760123664c0590ef902933f94860,191292e0732b46b08c750a1890d461e4,,1
863824f344784dbfae9908346c374113_fff09e65b57943a29e63e03654f2b26b,slime,863824f344784dbfae9908346c374113_c5b34bedf11543fcb6f670f0e92e8b31,863824f344784dbfae9908346c374113_56bca383584140fba1151abd473ae4fe,863824f344784dbfae9908346c374113_a7678542dd0a4ec6a25169a67310b4af,863824f344784dbfae9908346c374113_c7685d551dbc4f5dbf1056c420863f0f,863824f344784dbfae9908346c374113_fff09e65b57943a29e63e03654f2b26b,,1
889891618bbe451492a5dde75e0d40a5,golden_rill,374498b4cc434f2198d2309f46b7a531,ae7c27714292451cb474c5c600166d5b,533d4507b76442c89e56a51d04651eb4,ae7c27714292451cb474c5c600166d5b,889891618bbe451492a5dde75e0d40a5,,1
ab58607c41aa4d61b3c06cd69e84e824,golden_rill,bbde7cd5c89e4288a06e1a2ed60551f5,bb48245ee66b4b5087203052496de97f_c8800cc2a91c4aa2a0629ed9121b25ba,e4d42752088349c7abb50ec9a442be9d,bb48245ee66b4b5087203052496de97f_c8800cc2a91c4aa2a0629ed9121b25ba,ab58607c41aa4d61b3c06cd69e84e824,,1
air,air,transmutation,transmutation,divination,divination,air,,1
55cc29a1e7e04969b7455c796e90a7cd,grass,6623bfe60e114cb4a512640b1f34c67c,c682a6fe4d564b63bc8477a60ab88ef8,711bd820c9ac4db9be43cafb9d892496,48583e2539024eb4bcdb192d7b16d3cf,55cc29a1e7e04969b7455c796e90a7cd,,1
90e3e58f8a004deb8ffdf37b2fef88c5,grass,a7889679dd774bc8a4537a78295a9660,90e3e58f8a004deb8ffdf37b2fef88c5,266ac30d5de84d61b320167811ee0a38,07a157e0fd0f4a3c883a9fa66513d823,90e3e58f8a004deb8ffdf37b2fef88c5,,1
54481f62057f48289982774017a22255_46b4a615f5b04a40b62a95dde38f46fb,void,54481f62057f48289982774017a22255_bcdabe0971684c06b356ddf119872c26,54481f62057f48289982774017a22255_e5c996a4f8dd49c9873033ce2cf0a24e,54481f62057f48289982774017a22255_f2d42a7183df4cd0beb2cea7ec59d738,54481f62057f48289982774017a22255_46b4a615f5b04a40b62a95dde38f46fb,54481f62057f48289982774017a22255_46b4a615f5b04a40b62a95dde38f46fb,,1
cc49acd38238411f95a60ee6a3b54b2d,brick,7529de58dfce4308b83fff196517f075,cc49acd38238411f95a60ee6a3b54b2d,b0a73ee8b83646068fe5a3bdc3c4105a,0dd58354e42c41e9bd627169aaf04142,cc49acd38238411f95a60ee6a3b54b2d,,1
3b3905ea4ead4510b4d9cc6c7481294f,golden_rill,4880bdd483f74b6581853cb697aa1f9e,514ea9ac2c34499cb66b7da3e32657b6,82d738f1979243db8711e5e3ed908750,514ea9ac2c34499cb66b7da3e32657b6,3b3905ea4ead4510b4d9cc6c7481294f,,1
lurkroom_1630a92afccb42fa8a50d1e3690b567f_f8d789a85c7d41a0991bd59bc7baff83,glove,lurkroom_player_f85b2cb4ccf946ec8b21efad9228ca45,1630a92afccb42fa8a50d1e3690b567f,lurkroom_1630a92afccb42fa8a50d1e3690b567f_1630a92afccb42fa8a50d1e3690b567f_lurker,lurkroom_1630a92afccb42fa8a50d1e3690b567f_82c13c222fe143cd817fe1ef55b51055,lurkroom_1630a92afccb42fa8a50d1e3690b567f_f8d789a85c7d41a0991bd59bc7baff83,tut ro bobobo,0.25
pocky_2c0dda2aef474a098d8759d7ffb5dde4,void,pocky_40bf4476911d46a99f5629c4f6a3157d,pocky_27b03637adea478aab063e9604927047,pocky_a0617b138b9340e1af6ca32a70c8fd09,pocky_1b1504b5773c437f830c2777a887eb14,pocky_2c0dda2aef474a098d8759d7ffb5dde4,,1
b5a0df5c8bf24b4eb5b28b56bf6c2a81,golden_rill,6a6f537405d24392bb70519e29823574,pocky_bcd2afa6c50747d19c389ca00da2bcd0,668ce0ea4f02426a8cb5920d7b68f5db,pocky_bcd2afa6c50747d19c389ca00da2bcd0,b5a0df5c8bf24b4eb5b28b56bf6c2a81,,1
fce19101230a4c4ca56ac6db00e8fe9e,golden_rill,9aa97eb723b148a395719b9a36322af6,101fb337cf984250b3cd32cd22834c22,56af595e11a74a61ad99bcdcff222862,101fb337cf984250b3cd32cd22834c22,fce19101230a4c4ca56ac6db00e8fe9e,,1
7c530a162d9f4bd99dfa9bb920a11daf,water_light,71f653c25142484d874f5f592d542c6e,c448e3a162dc42fcb3850833a4292f1d,21df9e41497745f795dc53628bed0d93,4ea90360386d42e4a51e74c5c1a16e7e,7c530a162d9f4bd99dfa9bb920a11daf,,1
3219ec75d3c34843a264995dc054c52d,golden_rill,365177d0481b469b8289a7dd773c7d52,8b7da312ef2c4fc2b23a396e58b7ed8c,88e87b8d450f4dc9a611d8c42bbb49f2,8b7da312ef2c4fc2b23a396e58b7ed8c,3219ec75d3c34843a264995dc054c52d,,1
lurkroom_2e4e48eed24040248aa616a31d408369_47510cf513954c2fbe81a99e3e9ba792,stone,lurkroom_5a6d22348d71457eb3703f25f3a92b18_9a22c160e7064876a14c42a3e46e5906,lurkroom_2e4e48eed24040248aa616a31d408369_47510cf513954c2fbe81a99e3e9ba792,lurkroom_2e4e48eed24040248aa616a31d408369_8412cd0443594303a92f8b419368b23d,lurkroom_2e4e48eed24040248aa616a31d408369_a6ad1a5d34f747218ec609cbfd3fb2f8,lurkroom_2e4e48eed24040248aa616a31d408369_47510cf513954c2fbe81a99e3e9ba792,,1
f6712f30c27a4d61b509571f0204a57d,golden_rill,438355274a624ee2bb418e820bd2a415,bb48245ee66b4b5087203052496de97f_fabc1e0383584eb59f6b28ec0a55d832,6fc0a15051f4427f9add7432b3e24077,bb48245ee66b4b5087203052496de97f_fabc1e0383584eb59f6b28ec0a55d832,f6712f30c27a4d61b509571f0204a57d,,1
5518cf40fc404ebf823e52a51d613c74,golden_rill,9e681eed381c4ad6ab369545a3da64d3,47a2ab67d8f947ed99c07fdb4bc7afa6,c22fd4decac44e4ca5d79061fc49a854,47a2ab67d8f947ed99c07fdb4bc7afa6,5518cf40fc404ebf823e52a51d613c74,,1
6f4072e245b44b78887a8ca5fbdb671e,grass,e0d72152872a4624a4bfb61e1874d99a,cff93fb57f524299822d0dea6abc4d60,af42d6d0d4f3435cbb45b8ae025bd3e3,4f8b776555cb410a93d75a3a1285f812,6f4072e245b44b78887a8ca5fbdb671e,,1
39b14a0a535c481bb4d9be0d7aa90bd2,golden_rill,a461d32f03fe4b66a1132a80b3acb606,0e86bf5772e54d24b6c363dc258039ec,cd48d5911c7d4503ba0ce7f4e5c2d8ac,0e86bf5772e54d24b6c363dc258039ec,39b14a0a535c481bb4d9be0d7aa90bd2,,1
03b5fd1901bb477ca748263eadaab0fb,golden_rill,78e8f4505fcc45f689d0dbecf3e0d2e2,bf6096990a454fbca4a4365e7e7eee32,f18dc2c926aa4201916d1cc8c08c8b5c,bf6096990a454fbca4a4365e7e7eee32,03b5fd1901bb477ca748263eadaab0fb,,1
863824f344784dbfae9908346c374113_lurkroom_863824f344784dbfae9908346c374113_beetle_bab1f1f34dcb4cb4a3f6a87261ebeb2a,stone,863824f344784dbfae9908346c374113_lurkroom_863824f344784dbfae9908346c374113_beetle_22dc0d82aee14dfca51bdce9e1414bbd,863824f344784dbfae9908346c374113_lurkroom_863824f344784dbfae9908346c374113_beetle_bab1f1f34dcb4cb4a3f6a87261ebeb2a,863824f344784dbfae9908346c374113_lurkroom_863824f344784dbfae9908346c374113_beetle_f7d95cee478b4da9b8ba523d851fba6c,863824f344784dbfae9908346c374113_lurkroom_863824f344784dbfae9908346c374113_beetle_807085bb39ea42c7b1b31a8995d27708,863824f344784dbfae9908346c374113_lurkroom_863824f344784dbfae9908346c374113_beetle_bab1f1f34dcb4cb4a3f6a87261ebeb2a,,1
f3a00c4ee603445abe3c662e9b630d8c,grass,e287b727c3494f3da776eb7e57b668bb,ab55cb504d084f7588c380118e0107e9,adc55612d3234dc0b89843318df9fda8,castle_courtyard_entrance,f3a00c4ee603445abe3c662e9b630d8c,,1
faf9ba015993457aa5d3931498388c55,grass,a5aa328b377047f3b0472046c5544ca8,3eb46b973c58413d82a076874bfe661a,1e33da3e0cbf4e63a9df0267c19198ba,faf9ba015993457aa5d3931498388c55,faf9ba015993457aa5d3931498388c55,,1
f879464e84324fb588bf497dfacc10f9,darkness,1120b847abae421ba287dba215e3d55b,41e13c3ba56048edb59885d0c590f056,9fe91e6844ff4e44a61caf4791277d05,f879464e84324fb588bf497dfacc10f9,f879464e84324fb588bf497dfacc10f9,,1
8f821fb30bf9499d8dc083930b1e363f,golden_rill,6ee02a2da8fb4fab8dc737f4f450e683,54481f62057f48289982774017a22255_1815df520f9d4d97a431cf19ccd963ca,6df6e912340c483193ad7aa7bb54036c,54481f62057f48289982774017a22255_1815df520f9d4d97a431cf19ccd963ca,8f821fb30bf9499d8dc083930b1e363f,,1
469c0722bf7e41659cbeabe08ae4b0dc,golden_rill,770061790a5649b49edc14d47c7a99a5,82b5c6ec3e84467ab3b66be01e5c0c5d,91e354f5c200423892bb9d4c87df8e53,82b5c6ec3e84467ab3b66be01e5c0c5d,469c0722bf7e41659cbeabe08ae4b0dc,,1
574825212ea94d99bb2e30aa445a6f6a,golden_rill,4610fcad10334ade8d0c071700485f2e,79ed51432f014ba8b5ee01efaaab19b9,6ed9e98d6d4c4092aa66aa5b8aea104e,79ed51432f014ba8b5ee01efaaab19b9,574825212ea94d99bb2e30aa445a6f6a,,1
acbc4c8f13684244b08f432782754cd5,stone,ee00461f1d804dadb7e9390faa3e40f7,593b5771fd444bbd94bcd64ecf7e64f0,f12ba9745af946678ee5c67658f455eb,acbc4c8f13684244b08f432782754cd5,acbc4c8f13684244b08f432782754cd5,,1
863824f344784dbfae9908346c374113_f894ca4660214b5f865f4af2e77116f0,bog,863824f344784dbfae9908346c374113_f3fd9d11e7334c34b794abcaa2d3fd65,863824f344784dbfae9908346c374113_f894ca4660214b5f865f4af2e77116f0,863824f344784dbfae9908346c374113_0f466efd59ad4ea3a0d25508de0ad86e,863824f344784dbfae9908346c374113_3238f15aec634c3c81d2e848355a378e,863824f344784dbfae9908346c374113_f894ca4660214b5f865f4af2e77116f0,,1
3b971db425094d9cac2193c4ac15efca,golden_rill,ea9dd5e5b0e34bfba38eea28889f9d4e,b72c21cfb6a14a5ab2eded142b3da36d,c6b460c0cbd642bba52e3e4ec43cdf82,b72c21cfb6a14a5ab2eded142b3da36d,3b971db425094d9cac2193c4ac15efca,,1
18c64e60796749ba8240e21812caba1e,golden_rill,a645016daab44a26b3dd5e98bac56359,hallway_left_right,d1a3800b895d4ab7b51165206c7fb2cb,hallway_left_right,18c64e60796749ba8240e21812caba1e,,1
6c82c774f62d4412907f1ae58e833b5d,golden_rill,11e8fa0596f048b2b401070f457a344f,9d6fb10e899547cdb0adcbdf62b6ed28,2a7890974024401f9230f6787e0350f9,9d6fb10e899547cdb0adcbdf62b6ed28,6c82c774f62d4412907f1ae58e833b5d,,1
a11ac617d5ba4079a953fa16053890ff,leafs,844c40287052429fa2ce47528d8d8c8d,tree_entrance,1eba3a47a216460fa4bcddd1bd9552c8,e3d76a8af66b42fb864dc8a2750f2b3c,a11ac617d5ba4079a953fa16053890ff,,1
to_flower_right,arch,11b97e1ecdbc4f76b56c4b0835bcdf94,d5361e51dc1c4e46a8c8b1fb42586b0a,ab4a5d9c69fb480099c3791c5741d1bd,6bf916e570a841199dae30e3a6a90ad7,to_flower_right,,1
38acd8c09d6f4217a7ab4e9f684ea8b9,golden_rill,4c65efb4f7f146dc9521fc0a4a1c8e48,50b4e3f488af4c0694b7cc8e8a0043c8,580051a372914698aa4e117fb23db8b8,50b4e3f488af4c0694b7cc8e8a0043c8,38acd8c09d6f4217a7ab4e9f684ea8b9,,1
4e23d71e989b4a51ab6e7fcf42553084,rill,0561161a3442488d88e6ecb7bc5409c5,706fec6f72f541ac9dfdd7f8d718d9e3,ff78707f2e7343b399cabf137ff1ae40,706fec6f72f541ac9dfdd7f8d718d9e3,4e23d71e989b4a51ab6e7fcf42553084,,1
8a2bcb50284247abad2ee2dd76c041d0,golden_rill,e82c94318cd840e0a6fd81cad6840649,337f6188f2f04ab481592ffa75e08efc,bb42dd3fb5994f80b24850203e980b86,337f6188f2f04ab481592ffa75e08efc,8a2bcb50284247abad2ee2dd76c041d0,,1
lurkroom_6c9a9dc3f2854103a18a00908a44906b_0498c5540036432fba19dd100ea94178,stone,lurkroom_73901d78b1a441a0a21d8449263a623c_5ffa0bd8d5bd44be87925d887a7a0228,lurkroom_6c9a9dc3f2854103a18a00908a44906b_5c85cfdd464c46baa9bd56d6d1eeaf8f,lurkroom_6c9a9dc3f2854103a18a00908a44906b_b276c96798884ce698b1b47563d6a479,lurkroom_6c9a9dc3f2854103a18a00908a44906b_52168f976a084cc6b42c7bb061db71e5,lurkroom_6c9a9dc3f2854103a18a00908a44906b_0498c5540036432fba19dd100ea94178,,1
dde04aad87a244d887f4910722709542_cloner,glove,dde04aad87a244d887f4910722709542_walker,dde04aad87a244d887f4910722709542,dde04aad87a244d887f4910722709542_cloner,castle_secret,dde04aad87a244d887f4910722709542_cloner,tut bobo robobo,1
e8c25a6d55a24a648db129bad1fbebae,golden_rill,bc313c1e07014a459b143cb2d16259f4,a041f97064b2420ba32b79c4d98612a6,fa8be46cc53f41229f3b664a0263d5b0,a041f97064b2420ba32b79c4d98612a6,e8c25a6d55a24a648db129bad1fbebae,,1
7268e2e3c5314bfd8f1e1c641908cf1e,water_light,885ea9dd90674b2a9d69bbc9e972d115,d717b872383e4616833c67ab8b70bcfd,3bb4f62286b64d36a1dc073704618dcb,45081fd532214318b432884221ab8c93,7268e2e3c5314bfd8f1e1c641908cf1e,,1
28b346b952e843a89c3572b79454d1a9_36dc4b0dbfd140ac83cf8b7fa6762c8d,stone,28b346b952e843a89c3572b79454d1a9_76039ff712a341b891ab4654033dc7bf,28b346b952e843a89c3572b79454d1a9_32149c4f81c143119cfc1ef2506df6a6,28b346b952e843a89c3572b79454d1a9_659ac8f63cd24f37938ec6b0b4242a1b,28b346b952e843a89c3572b79454d1a9_e02664a0787646849e497cc33258df22,28b346b952e843a89c3572b79454d1a9_36dc4b0dbfd140ac83cf8b7fa6762c8d,,1
76d6cde406a94aacab3870df6c48222c,golden_wall,76d6cde406a94aacab3870df6c48222c,5cf4579a24b64d689caa8c52e8b304f9,0647ad09b13e4314b3e34d545c91149f,1f5f9a76c3684669b9cc334936d8f7b5,76d6cde406a94aacab3870df6c48222c,,1
194fb21c0ffd4d3daca52eb38e8e3f74,grass,9a1ad82267ab459ab0679aefc48c9912,fc7113d92f444fbfbbcefcbaeebee582,a16e7442c3f6440280610b83d9cf4b69,63f9062df4d04c0fa7ee975efeb062c6,194fb21c0ffd4d3daca52eb38e8e3f74,,1
de3ae71bcfbd4a4797674dd49cec2382,golden_rill,4856fe10a8074f9d9242cf29d98d8624,337f6188f2f04ab481592ffa75e08efc_663f6fd6c8ab45ddb62551ee32866d87,72f8b3b0cb2f471f963016bc1aebd284,337f6188f2f04ab481592ffa75e08efc_663f6fd6c8ab45ddb62551ee32866d87,de3ae71bcfbd4a4797674dd49cec2382,,1
3e36263d9b4d4a738d20ee9a46f1b1bc,rill,86b4e3ea80b041b98a94746fcbb68c19,2b6cfa151dab4491811ba00f0cd920c8,c781344250ed431caa38700834684200,2b6cfa151dab4491811ba00f0cd920c8,3e36263d9b4d4a738d20ee9a46f1b1bc,,1
6a25ec3620024e7e87b91a824e6e8425,golden_rill,1cc569a4727f469cb2cde9351c570fa6,f2d9e91c328748379a744701cea6f924,85cbeadab11a47fda37c1669e769c1c8,f2d9e91c328748379a744701cea6f924,6a25ec3620024e7e87b91a824e6e8425,,1
da3bf4120c274b608e4c2bc674aff29c,golden_rill,7cb314eaab5a4286bae6ba024a4f1760,b987661fd2574e4586ac4089eb6393ad,908d6ec1bf554d59a018b562421660f9,b987661fd2574e4586ac4089eb6393ad,da3bf4120c274b608e4c2bc674aff29c,,1
651ae13dbe1a4cd9891badd4da470ec6,stone,e392fcedaaaf4921a6b6299bf6f0aa2e,faf1eea733a0456e9f4d50159071f130,1e21a772e22149b89a8fae4e19709872,ad3e1ed04daa4a0a91d1053ac8ab2858,651ae13dbe1a4cd9891badd4da470ec6,,1
67d776e232244f3fbe7dc1061cd2ad15,water_light,62742772924247d497d4ef3f4b48350b,3f5081e807a1496e8d71b1cdc1e6166b,c57f87fa79c14a779297db212efae2c7,85455ec5855441a1a829aa86775b321c,67d776e232244f3fbe7dc1061cd2ad15,,1
9ccdd64c99fd4a0e8192e3136a24b8bb,golden_rill,77855de68e704a22b179bc150205093a,38bb4d32af774ab0a939e47768df6d8f_862fde2ba89a48bcb5ec0a5a45931f55,964d0fb742c64509817dc392937cecea,38bb4d32af774ab0a939e47768df6d8f_862fde2ba89a48bcb5ec0a5a45931f55,9ccdd64c99fd4a0e8192e3136a24b8bb,,1
08c83913f620461ba0450468cea2678a_5d150387f2994cf68a1b221c990e86d4,void,08c83913f620461ba0450468cea2678a_0a28f96a2eb74910ae72d8766a8aa609,08c83913f620461ba0450468cea2678a_43588a9c334a44e6aea61472951a9af1,08c83913f620461ba0450468cea2678a_55b741a77030461bbd5c15408306478b,08c83913f620461ba0450468cea2678a_5d150387f2994cf68a1b221c990e86d4,08c83913f620461ba0450468cea2678a_5d150387f2994cf68a1b221c990e86d4,,1
aea3f8d8f50d4d52bf210532093f3489,darkness,16cb8056e62c41219c225f422c1f7e9d,d204778f2c0e44cb8d9d9807b388eca0,aea3f8d8f50d4d52bf210532093f3489,52c9e582bdd64ce09fc0695a5f4f9552,aea3f8d8f50d4d52bf210532093f3489,,1
d38074406be24286b138d808dba51431,golden_rill,d6eefacb42fd43ac8a01e94b7b5d53d0,d8049af9b8e640cfbe3c2e0921b1fb92,239b2cb4fc2c41cfa8cc19a14099b1e6,d8049af9b8e640cfbe3c2e0921b1fb92,d38074406be24286b138d808dba51431,,1
ccdec05d32c34fc8af09f8262703dc48,golden_rill,02af8c5e1c1941d2bdc27c05e020d1f4,913d63f954f94c1ab0820b02c057fc67,f80ab137c4244de6a1f4bf8a234ead58,913d63f954f94c1ab0820b02c057fc67,ccdec05d32c34fc8af09f8262703dc48,,1
5c7e1657c6c84d80ba5638bd5f0c0af5,grass,23f59f747aee4569b6aee6411e9e086f,887f8af0faff40c19bd7d7604cac0303,5c7e1657c6c84d80ba5638bd5f0c0af5,9090ea81012d469eb56164f9f66c66b2,5c7e1657c6c84d80ba5638bd5f0c0af5,,1
971527cabd0f483cbb53fe44b89dab82,stone,e01690704f944b5daeeb4ea6cdc0fee8,d073bd4b6c724bd18e8187b3e9e3eed2,8d45cb87164548a9af5b15ef26722089,11853486436c4228881e43bab75927b4,971527cabd0f483cbb53fe44b89dab82,,1
d38c58d5751b40aaa66fb023d2d9682e,golden_rill,74be7cc005b740c6a2a1f9a345508aff,47e12ac0a7764420977a3ac2c3e0528b,ef39349583d540cd8fb6e7af292509be,47e12ac0a7764420977a3ac2c3e0528b,d38c58d5751b40aaa66fb023d2d9682e,,1
f00c7f7525f348f4843d5891b0eb47c8,golden_rill,b3bcb3213eb642aaa03853367590180a,f7ce97e34f2545d5bd76a10489ec54d8,36caa1c4e33e4c35ae686e1db8f65323,f7ce97e34f2545d5bd76a10489ec54d8,f00c7f7525f348f4843d5891b0eb47c8,,1
7c50fa2f3dba46019e53e1a49e54420e,golden_rill,b7dbcfe60c114b5f81fb78ff45b07ef6,lurkroom_c546b7ece70f4e48a2f9fb4a7e9a51e9_a5d68efb78054b35b02563d5a40a99f6,79b2010189e4492ebda142157ec35d7b,lurkroom_c546b7ece70f4e48a2f9fb4a7e9a51e9_a5d68efb78054b35b02563d5a40a99f6,7c50fa2f3dba46019e53e1a49e54420e,,1
b45e9b7c262f4195a825df413962138c,golden_rill,84dc7f8300004c2f840582e5b7371854,ffbeb22313e24224a89eaac4fa4e4f9d,a02847ba493c43b696b21ff4cc047be2,ffbeb22313e24224a89eaac4fa4e4f9d,b45e9b7c262f4195a825df413962138c,,1
5b6e560b817f41f4982b426003672da1,grass,89490778c1be453cae13fbc0faacba81,4306908b70a2425fbcb875ce56514861,2e9bb639a38d413aa6a56d5a679b39ce,7b0fce5e7ec0495b805d31ba66a10b83,5b6e560b817f41f4982b426003672da1,,1
99e1d85fce304d088f2f44b59880fac2,stone,0333051a68784f4d8fcb43e511fad8bb,93ca41ead2a041919201ae5b798d9212,57951da6ec68422a853ef68a9935136f,1c2f9786016b49f895cb5b911e1ca71a,99e1d85fce304d088f2f44b59880fac2,,1
04381a2fc01c4fbe9d9ba8c1bdf28810,ice,c842d315365c4aec942e6f0f6034d07b,6f831ace795f4f2e97749b1201c24ffc,d204778f2c0e44cb8d9d9807b388eca0,16cb8056e62c41219c225f422c1f7e9d,04381a2fc01c4fbe9d9ba8c1bdf28810,,1
79ed51432f014ba8b5ee01efaaab19b9,grass,79ed51432f014ba8b5ee01efaaab19b9,f9c04f881f014582a6fff896d2a38b4c,12ced27a75b845a99debc0d68cca19fb,938063f445cc456f9b5b34cbe10e6d2d,79ed51432f014ba8b5ee01efaaab19b9,,1
99e774120bc54d7ea3d009a254092a8c_5bec9241438c4874a8f954ae85e9d7e2,void,99e774120bc54d7ea3d009a254092a8c_8e1911ce6a7c45a881489354d05caa51,99e774120bc54d7ea3d009a254092a8c_3d8c5a4476584b1f8ccd94b4c1023f6b,99e774120bc54d7ea3d009a254092a8c_bd6d9d67de1647388b0901122080c46f,99e774120bc54d7ea3d009a254092a8c_5bec9241438c4874a8f954ae85e9d7e2,99e774120bc54d7ea3d009a254092a8c_5bec9241438c4874a8f954ae85e9d7e2,,1
4851a5075e594149a2bd30598954b88f,stone,746e7b69255f4cd8a709814881563361,ba1e7b459a694db1949836020ed71e5c,41fce6dd5df94fc6a9a7081090799b02,70620bed104b4f9dbab5cc13e61ed7a6,4851a5075e594149a2bd30598954b88f,,1
d70550a575924fb3b70537ac2189f3f0,golden_rill,802ae17467a446afbf2fa0f4b142f29a,53d5146cfae440a9a9a600b713ec987d,d5eb12f0063542f187f778dc31783f02,53d5146cfae440a9a9a600b713ec987d,d70550a575924fb3b70537ac2189f3f0,,1
a9637a0ab37d4df982a0a45fdf5a66d7,golden_rill,b01b841e1017495a84e1bd53678e620e,40d9d8a0c14344faa06f027854eae634,9f59c1a75b254866b2bad398c9327a29,40d9d8a0c14344faa06f027854eae634,a9637a0ab37d4df982a0a45fdf5a66d7,,1
aa301cbc77be4d73b8ee905b55e54e5d,golden_rill,8c727ab085cb42479cc70c4c0c5c6762,lurkroom_1630a92afccb42fa8a50d1e3690b567f_82c13c222fe143cd817fe1ef55b51055,5a59db953f4a4f1eb5ac5ab8f97b8922,lurkroom_1630a92afccb42fa8a50d1e3690b567f_82c13c222fe143cd817fe1ef55b51055,aa301cbc77be4d73b8ee905b55e54e5d,,1
b4ba0fd02eb044b6ad27c96bc54e363a,golden_rill,7f6abcae47c549c7ab1209a284015bf7,728e1aee1a4d4b15ad30bc1a9ce5d9be_90cfa0a8909e42128bfd4ab9204afbe2,4b904fd0bb554614a0ccbbfc8bc13a86,728e1aee1a4d4b15ad30bc1a9ce5d9be_90cfa0a8909e42128bfd4ab9204afbe2,b4ba0fd02eb044b6ad27c96bc54e363a,,1
bb304c79d1684f449d53bee6da04611b,golden_rill,94ea9988e4ec4233b8be65027dbfb204,28b346b952e843a89c3572b79454d1a9_06d4896d370e476a8eda219e1e37d11b,46dc203109294b5586dba4a7caa02e5e,28b346b952e843a89c3572b79454d1a9_06d4896d370e476a8eda219e1e37d11b,bb304c79d1684f449d53bee6da04611b,,1
02bf041c81e54ab2a54e35238f3ad358,golden_rill,fafbbb782a11494aaeb1b492d3a06d03,ba74c2b0ffa04d808d76beeafd19e931,660ac183e84b4a94822818e9b292be8f,ba74c2b0ffa04d808d76beeafd19e931,02bf041c81e54ab2a54e35238f3ad358,,1
93564eec2fe14cf0be3d416b1d211143,cobble,01a00264ec9949328e910c2a65b79381,034f514cf10946b389a4a5e726eec07d,bb608bf3f5564fe2a90fe715d2edc2c7,6022385c5a5745378c8d785c5724c80f,93564eec2fe14cf0be3d416b1d211143,,1
